0,1,2,label,rho
44.23,40.08,40.27,1,2.2207296338101692e-06
96.96,98.52,109.02,0,3.512273706392368e-07
105.04,107.21,115.54,0,4.182128750311016e-07
127.94,135.9,126.57,0,1.30249968990934e-06
143.79,158.77,121.15,0,6.853319049737146e-06
150.02,169.69,110.06,0,1.0999466054019283e-05
149.68,172.37,103.78,0,6.714350642056413e-06
149.78,174.62,101.73,0,4.926440683436286e-06
146.99,172.87,101.31,0,5.280319288150105e-06
146.93,168.95,104.51,0,8.497950792248835e-06
154.85,171.45,114.37,0,1.0333432909737339e-05
159.14,173.46,119.9,0,7.137569840148386e-06
156.52,173.91,116.51,0,7.91016180542096e-06
155.44,172.38,112.51,0,9.281376538923237e-06
160.85,174.85,118.27,0,6.013383159456485e-06
160.72,173.41,121.48,0,6.405484619852376e-06
153.77,165.69,118.25,0,1.3876139203102843e-05
146.33,160.67,107.8,0,1.2355403676014539e-05
144.29,159.41,100.45,0,8.398872083888102e-06
147.57,162.57,105.49,0,1.1683616238683856e-05
151.13,166.13,111.13,0,1.4324720561194086e-05
154.89,168.65,114.89,0,1.2636266752268444e-05
157.86,169.58,120.74,0,9.810188769251352e-06
162.12,170.68,129.23,0,4.9887520901449486e-06
163.34,166.98,130.42,0,4.976956643459696e-06
162.35,162.75,127.51,0,6.4276931306763395e-06
166.01,164.61,130.73,0,4.220061987401764e-06
136.85,143.24,101.23,0,3.857224701169255e-06
153.07,154.4,104.49,0,6.351159792561805e-06
184.13,175.05,114.43,0,1.1341893049886004e-06
172.6,169.9,109.0,0,2.3764469329259555e-06
155.88,164.32,104.14,0,7.533907876129395e-06
181.87,180.24,120.62,0,1.1975781539862577e-06
153.99,160.74,111.77,0,1.2615995388328845e-05
142.43,152.78,101.6,0,7.4283429705200735e-06
146.46,156.18,104.43,0,9.697781828011108e-06
144.58,157.68,101.57,0,8.841494869060815e-06
149.64,166.34,101.78,0,8.34989531590119e-06
154.65,171.6,102.46,0,5.958359584574682e-06
156.89,174.18,101.23,0,4.258397468358517e-06
154.96,172.17,99.22,0,4.43808128918039e-06
149.97,166.29,99.01,0,6.496340821696588e-06
147.4,162.31,103.58,0,1.0503781110159295e-05
148.27,162.32,109.62,0,1.3792332466402944e-05
150.59,163.82,113.13,0,1.5176646390221915e-05
155.02,165.3,117.18,0,1.4145921560709325e-05
154.63,162.83,118.65,0,1.3943457675627711e-05
158.01,160.73,125.33,0,8.916282919880607e-06
160.86,161.58,131.3,0,5.40103226840355e-06
162.32,162.95,134.2,0,4.109500546660765e-06
164.09,165.61,134.02,0,3.810882250402546e-06
163.52,166.21,129.86,0,5.17645177445176e-06
164.21,166.05,132.01,0,4.332087828480045e-06
163.76,164.76,133.14,0,4.152802907910875e-06
158.03,161.44,127.61,0,7.872147662596997e-06
154.29,158.69,122.61,0,1.0741973896268681e-05
149.47,156.69,116.44,0,1.1795097171354416e-05
146.16,157.09,109.36,0,1.1622723890599141e-05
150.42,165.21,107.72,0,1.2866824199398496e-05
155.4,171.73,111.83,0,9.674153563440853e-06
159.63,175.28,117.95,0,6.172421854201253e-06
155.95,169.39,118.05,0,1.1304266228944395e-05
150.41,162.52,115.3,0,1.4808740730083698e-05
145.13,159.57,114.36,0,1.0774789721951342e-05
68.51,67.47,57.71,1,9.785871904942676e-07
30.47,30.21,30.07,1,3.0287594010469474e-06
17.77,16.25,14.95,1,1.0450208081241048e-06
23.8,17.98,14.16,1,1.2164319921667943e-06
43.62,33.3,23.41,1,1.7504494801111738e-06
64.04,51.86,42.09,1,1.1548860162801022e-06
34.73,28.89,28.22,1,2.802549585967342e-06
29.18,28.65,27.21,1,2.8446593354218152e-06
61.3,65.18,54.27,1,1.1689483046775226e-06
149.74,156.15,113.39,0,1.161573658873333e-05
163.55,170.34,129.71,0,4.586766923410804e-06
162.14,169.98,134.02,0,3.7169891134960635e-06
153.7,160.73,132.76,0,5.180312464709289e-06
154.23,162.1,133.33,0,4.977538816271263e-06
151.77,158.58,132.05,0,5.135975556330986e-06
133.79,138.68,131.32,0,1.476397363021787e-06
123.27,129.01,126.48,0,9.236820403689041e-07
107.74,111.65,115.42,0,4.813868642104651e-07
57.86,56.74,63.32,1,1.3905823228525161e-06
32.19,30.61,31.14,1,3.035372852612008e-06
28.36,26.8,25.64,1,2.641278718864198e-06
32.17,29.48,27.59,1,2.87823260574901e-06
68.81,54.2,43.16,1,9.856122852606838e-07
78.79,54.35,35.57,1,5.946010659176183e-07
83.94,65.04,48.62,1,5.970465404667012e-07
69.04,56.88,47.95,1,1.0428053994088901e-06
46.7,43.29,41.79,1,2.037334504814799e-06
99.02,101.32,111.17,0,3.6213913204014064e-07
89.6,91.22,99.69,0,3.635994475563365e-07
95.8,95.04,105.48,0,3.5095692484204093e-07
103.1,105.54,113.22,0,4.012353898022091e-07
122.93,132.73,120.92,0,1.1585809830297998e-06
145.96,168.15,112.16,0,9.486349564644709e-06
150.79,175.01,103.52,0,5.325054123783551e-06
152.41,175.41,106.21,0,5.877800722817843e-06
150.18,171.41,107.52,0,8.860691121662012e-06
156.78,172.98,115.88,0,8.615333546868403e-06
157.5,172.46,116.82,0,8.742124708316485e-06
159.91,174.26,118.01,0,6.656525467867116e-06
161.07,175.55,116.55,0,5.653011597439332e-06
166.6,179.6,125.0,0,2.7733352775375065e-06
166.07,178.43,128.97,0,2.711316845037993e-06
160.68,171.88,128.59,0,5.131265859873663e-06
151.93,165.66,116.39,0,1.4256346883219772e-05
149.5,163.94,110.3,0,1.4399947008195e-05
149.59,164.51,109.03,0,1.3763359253262232e-05
151.45,165.83,111.85,0,1.474266358583722e-05
150.49,162.65,112.57,0,1.5112143963687519e-05
154.47,164.59,122.22,0,1.1679257903316448e-05
157.28,164.16,129.0,0,7.265602052674408e-06
159.97,162.39,130.34,0,6.093383920062296e-06
161.9,161.85,127.58,0,6.5108089217101635e-06
161.84,161.95,126.95,0,6.753740057296682e-06
138.92,143.13,104.25,0,4.225010982313981e-06
153.29,153.99,109.94,0,7.796736989629629e-06
196.97,184.61,117.62,0,5.338082074349509e-07
196.49,184.05,117.09,0,5.479786071626426e-07
170.34,170.48,116.13,0,3.4051961096281382e-06
198.74,189.07,122.21,0,4.663769023226384e-07
167.38,167.94,110.0,0,3.858959701512462e-06
167.55,168.87,109.66,0,3.732909949673163e-06
183.93,179.03,107.87,0,9.747821343019054e-07
150.08,162.97,104.6,0,1.0809480216382827e-05
150.13,168.53,103.91,0,8.88960563606117e-06
151.87,172.34,100.65,0,5.3572373148032165e-06
152.85,174.44,95.73,0,3.2012810533097777e-06
151.93,173.92,94.19,0,2.987801876364557e-06
150.53,171.24,97.95,0,4.702168608940041e-06
149.05,165.77,104.58,0,1.05840517583924e-05
150.12,163.41,112.27,0,1.5044116887817627e-05
149.38,162.1,113.16,0,1.4639989546930338e-05
147.44,159.36,112.24,0,1.3056665106604093e-05
145.39,156.16,112.55,0,1.0715265831997596e-05
151.92,156.67,121.16,0,1.0605528920364754e-05
159.48,159.8,131.4,0,5.476592361316658e-06
163.15,163.15,137.07,0,3.2063373097893676e-06
165.9,166.14,137.58,0,2.742257566887493e-06
166.56,167.4,136.68,0,2.7711212120917844e-06
165.78,166.38,135.06,0,3.235599099793821e-06
160.79,162.6,131.58,0,5.3622444936815105e-06
155.08,158.98,124.44,0,9.754777829945356e-06
153.09,157.09,121.39,0,1.0700001926321349e-05
151.06,157.46,116.73,0,1.2454206458857836e-05
150.74,161.44,113.2,0,1.4917680086707639e-05
152.3,169.28,109.85,0,1.1672147728266929e-05
156.64,175.2,111.94,0,6.819170146858009e-06
157.53,175.53,115.73,0,6.625710512953318e-06
153.18,166.78,117.76,0,1.3410327081270341e-05
150.65,160.49,120.85,0,1.1751901770600863e-05
151.4,158.67,126.6,0,8.000348539984361e-06
73.94,73.87,62.99,1,7.690762444794586e-07
24.51,23.73,22.38,1,2.0454017469879e-06
18.74,13.59,11.89,1,8.898955808521219e-07
26.42,17.21,12.66,1,1.153800845507013e-06
41.41,30.45,21.77,1,1.8377822720040813e-06
76.13,62.41,47.88,1,7.745604814736744e-07
33.55,27.43,25.02,1,2.586399038798524e-06
24.01,22.57,22.49,1,1.968346303079108e-06
27.23,26.39,25.81,1,2.59492586737545e-06
71.91,72.47,70.63,1,7.89617951566161e-07
103.8,106.1,106.8,0,4.2771312899773406e-07
102.82,103.87,111.1,0,3.9489999537609645e-07
104.17,104.64,115.37,0,3.934514247197714e-07
103.08,105.35,114.61,0,3.94863414549269e-07
104.61,104.62,116.36,0,3.921094841100029e-07
109.76,105.59,110.56,0,4.519357049188002e-07
90.61,87.89,97.67,0,3.715057893282773e-07
84.08,83.51,95.51,0,3.996190248969992e-07
70.75,69.91,80.13,1,7.127851366142956e-07
47.37,46.28,51.57,1,1.946320038673036e-06
31.35,29.89,29.85,1,3.019870619121366e-06
29.51,26.35,26.73,1,2.7409684678524224e-06
66.89,55.98,48.39,1,1.1389274468188658e-06
79.73,58.2,42.42,1,6.50246654659471e-07
63.93,47.04,34.76,1,9.902586580292006e-07
77.79,64.82,54.42,1,7.771288951225628e-07
75.22,68.09,64.86,1,8.287404695353597e-07
97.74,97.62,105.05,0,3.631064096202607e-07
95.37,97.26,107.67,0,3.4811715839228254e-07
88.19,87.59,97.91,0,3.7332782203705823e-07
86.02,87.57,97.08,0,3.798467591094949e-07
90.78,93.27,102.21,0,3.54956642192043e-07
114.66,123.17,116.28,0,7.356644871758263e-07
148.49,165.42,115.69,0,1.2220096116946072e-05
155.42,175.25,111.2,0,6.890854142574138e-06
153.42,173.05,110.29,0,8.577992438988596e-06
157.02,175.02,115.02,0,7.069314333665028e-06
158.96,173.56,116.44,0,7.491818357483611e-06
158.63,172.23,114.19,0,8.368042565273594e-06
160.62,174.21,113.4,0,6.26010845143343e-06
165.52,177.72,121.76,0,3.547942913892281e-06
162.78,176.34,126.72,0,3.883122017567405e-06
159.28,170.48,127.18,0,6.335765864681854e-06
155.73,167.63,121.11,0,1.1317031823486705e-05
155.81,168.81,117.41,0,1.1917516925189017e-05
155.36,170.36,114.96,0,1.1137852215628036e-05
151.37,166.17,111.57,0,1.4487284358402151e-05
148.55,160.75,110.75,0,1.3893599031223795e-05
149.66,159.21,117.37,0,1.2893054184871674e-05
152.56,158.48,124.96,0,9.283589639410722e-06
154.45,158.25,126.25,0,8.549424088137445e-06
155.47,157.07,121.29,0,9.997636328826219e-06
157.11,159.88,123.69,0,9.77557270488401e-06
140.65,146.25,109.61,0,5.455230722775367e-06
149.68,153.9,117.8,0,9.69782892696363e-06
170.9,169.87,123.03,0,3.338229888993268e-06
183.41,176.36,116.92,0,1.1839577051246595e-06
175.7,170.99,119.36,0,2.2197381975553894e-06
185.53,177.63,112.08,0,9.789986569889851e-07
164.08,165.9,102.4,0,3.4934549245132063e-06
156.96,161.91,105.72,0,7.263127367506692e-06
169.18,169.09,105.42,0,2.729876201023332e-06
145.0,158.77,102.09,0,9.305062247809734e-06
148.35,167.22,102.69,0,8.697341863238608e-06
147.45,169.2,96.52,0,4.737240531127354e-06
145.41,168.81,90.35,0,2.9264501585231996e-06
145.59,169.23,91.51,0,3.1511312661136264e-06
145.05,167.02,93.68,0,4.093661967308934e-06
148.7,165.19,105.07,0,1.1091701594601373e-05
148.25,160.43,111.49,0,1.3800286811636825e-05
148.13,158.74,114.21,0,1.287043930062981e-05
142.87,153.03,110.67,0,8.564059178930109e-06
142.17,151.73,110.25,0,7.84972555726708e-06
149.81,154.41,121.29,0,8.911102771031799e-06
158.88,159.52,133.44,0,4.699422020999282e-06
164.32,163.88,140.96,0,2.4165698489504474e-06
167.37,167.3,142.01,0,2.034960897650459e-06
166.72,166.64,139.84,0,2.3195494792117807e-06
164.05,163.8,134.39,0,3.75043375829153e-06
162.39,163.55,132.71,0,4.599689867106631e-06
161.05,163.73,131.77,0,5.24411509965896e-06
159.72,163.49,130.95,0,5.8873916029427625e-06
157.12,163.81,125.99,0,9.081811823493114e-06
153.73,165.26,118.82,0,1.3757343766403919e-05
154.21,171.53,112.48,0,1.0251272560427855e-05
157.22,175.47,112.99,0,6.634581674880048e-06
155.1,173.34,111.62,0,8.427388700789996e-06
154.74,168.32,119.52,0,1.1734970516309045e-05
155.81,163.48,128.19,0,7.853951456141337e-06
157.87,162.69,136.01,0,3.959642197433803e-06
93.78,93.92,78.5,0,3.9849346143769324e-07
33.79,31.18,29.23,1,2.8980322263519395e-06
29.34,21.72,19.33,1,1.8265860915654898e-06
33.89,22.32,15.36,1,1.5101309454793693e-06
53.8,36.98,25.02,1,1.1678066728452727e-06
70.13,55.59,43.39,1,9.358665035681702e-07
28.13,23.74,23.4,1,2.2780298926107722e-06
25.86,25.02,26.35,1,2.494836999072471e-06
33.16,33.44,34.72,1,2.9361115770809926e-06
59.71,59.92,66.29,1,1.2361598394743791e-06
76.25,74.61,85.73,1,5.598349706470664e-07
85.67,85.91,97.95,0,3.7797362712587165e-07
91.67,92.21,103.95,0,3.477531806775808e-07
83.93,85.73,95.53,0,3.947381695993394e-07
82.74,84.25,95.12,0,4.0342102987505494e-07
91.72,92.18,103.66,0,3.489403567534331e-07
83.91,84.63,95.33,0,3.985360704288285e-07
85.27,84.76,96.11,0,3.90751845467218e-07
73.5,71.17,82.32,1,6.465943388157498e-07
64.62,63.38,70.77,1,1.0188337518792541e-06
49.68,47.35,50.71,1,1.9137309262545933e-06
37.94,34.94,36.14,1,2.7016102073129465e-06
53.67,47.43,44.32,1,1.7170963129684608e-06
75.39,61.33,55.07,1,8.756766830645452e-07
73.8,59.36,48.79,1,8.755083359208733e-07
100.69,89.09,72.77,0,3.7382827930949457e-07
101.37,93.44,87.77,0,3.8341263135679577e-07
101.69,101.31,108.03,0,3.826236719539315e-07
90.39,91.97,102.09,0,3.5441226438474996e-07
91.38,93.14,102.98,0,3.5226505902441555e-07
91.63,92.47,103.25,0,3.5080661410129323e-07
85.56,85.7,96.7,0,3.8537087286319476e-07
83.59,86.81,96.24,0,3.8877166994311324e-07
108.12,116.57,111.87,0,5.557195468810478e-07
145.89,163.92,119.09,0,8.595699400535486e-06
153.93,173.66,112.61,0,8.423452943262502e-06
155.38,173.38,112.66,0,8.50795370902022e-06
157.6,172.44,113.32,0,8.59609973378868e-06
155.98,169.82,110.58,0,1.035150163478781e-05
157.26,171.1,109.7,0,8.553463216982315e-06
159.32,172.2,114.32,0,8.045220601702765e-06
158.56,171.96,121.01,0,7.982835224678405e-06
155.93,167.57,123.71,0,9.716710538278728e-06
156.79,168.74,121.45,0,1.0335664406698536e-05
158.38,171.14,119.82,0,8.87959298112397e-06
157.94,172.14,117.47,0,8.762723062038109e-06
152.69,167.33,112.73,0,1.4004016217412592e-05
145.58,157.78,107.34,0,1.1362265493392938e-05
144.97,154.85,110.65,0,1.0181161562797274e-05
148.12,154.52,118.88,0,9.416756756857053e-06
152.02,156.38,123.26,0,9.413324624451719e-06
154.5,156.1,120.3,0,1.0029324873378487e-05
157.36,160.16,123.96,0,9.650098934840794e-06
146.81,152.37,117.93,0,8.187457619263124e-06
150.82,154.43,121.45,0,9.033066922626201e-06
161.82,164.64,127.44,0,6.750492154081189e-06
167.42,167.61,119.87,0,4.826025485231951e-06
169.13,167.7,121.73,0,4.075456986666997e-06
150.13,156.66,108.37,0,1.063637311878697e-05
140.43,149.85,96.93,0,5.014481878825344e-06
136.16,146.7,94.23,0,3.4421979209734504e-06
137.35,149.46,100.04,0,5.31028349978128e-06
139.34,153.97,98.73,0,6.270060443138139e-06
143.76,161.72,97.72,0,6.686736339646434e-06
144.93,166.53,94.49,0,4.462789936522766e-06
143.85,167.49,92.13,0,3.504525709982293e-06
143.98,167.94,93.22,0,3.7529093237984e-06
142.85,165.41,94.05,0,4.363672368535089e-06
147.15,163.96,102.23,0,9.385802357511387e-06
147.69,160.44,109.54,0,1.3270054336108553e-05
149.19,158.07,115.01,0,1.2832995096434278e-05
143.82,150.66,113.18,0,7.514342580597521e-06
145.7,151.79,117.59,0,7.676214844458771e-06
150.85,154.48,125.65,0,7.15171194816354e-06
157.92,158.88,136.08,0,3.8081632521687365e-06
162.85,161.85,141.29,0,2.4731419229396394e-06
163.51,162.71,141.23,0,2.4416366460767206e-06
165.22,164.34,141.9,0,2.2405563387426446e-06
167.35,165.59,140.37,0,2.223365503444478e-06
166.99,167.07,137.39,0,2.6157328419420406e-06
166.14,167.14,136.1,0,2.9415581957301356e-06
164.98,168.38,137.18,0,2.821662783971207e-06
161.41,169.21,132.81,0,4.279800315182555e-06
156.06,168.86,124.16,0,8.839741200735526e-06
154.25,172.05,113.55,0,9.865826116434654e-06
155.96,174.32,111.92,0,7.568616150650628e-06
154.86,172.78,113.28,0,9.154372217380388e-06
156.19,169.44,122.26,0,9.56592848000473e-06
157.55,165.35,130.95,0,6.0537030193841525e-06
158.81,162.81,137.3,0,3.5234017801518863e-06
135.79,137.76,115.44,0,2.494357082695867e-06
35.05,30.94,27.32,1,2.7164841145470477e-06
35.58,29.31,24.19,1,2.4390860414155427e-06
59.74,45.65,33.9,1,1.129463669774888e-06
60.03,41.91,27.68,1,9.591261860471816e-07
50.14,39.75,31.62,1,1.5926734450316527e-06
29.17,25.35,25.28,1,2.5623819922679217e-06
31.15,29.88,32.29,1,3.0666819228367856e-06
46.24,46.28,50.28,1,1.982731438603921e-06
64.22,65.02,71.47,1,9.881147432261825e-07
77.38,76.58,87.58,1,5.208783908876317e-07
72.75,72.93,85.04,1,6.025032296274335e-07
77.38,78.89,89.99,1,4.839773284262547e-07
76.2,79.08,88.6,1,5.015954503557137e-07
73.1,75.82,87.18,1,5.530417162326435e-07
76.39,77.76,88.95,1,5.052279680073282e-07
72.09,73.25,82.09,1,6.440884959004972e-07
70.83,71.28,79.76,1,7.049847769559859e-07
69.13,67.89,77.39,1,7.922080119704101e-07
62.91,63.27,68.72,1,1.0834267277057126e-06
59.27,57.75,62.48,1,1.367308327514704e-06
53.59,50.75,51.55,1,1.768600916053282e-06
46.33,42.58,42.61,1,2.078129084624409e-06
69.5,60.18,56.73,1,1.075852137870887e-06
86.57,74.4,65.88,1,5.643352984308788e-07
92.06,81.71,68.81,1,4.5315050158259283e-07
117.95,111.47,106.3,0,6.030397670856053e-07
102.48,102.11,105.72,0,3.9622092531063054e-07
85.34,84.86,95.02,0,3.966946822912138e-07
86.26,86.54,97.42,0,3.7919234538032926e-07
86.79,88.63,100.63,0,3.603707552580418e-07
87.4,87.8,99.8,0,3.646626061331345e-07
86.78,89.78,99.98,0,3.6278149309699574e-07
79.66,85.9,93.98,0,4.1167160917878456e-07
108.72,116.83,111.47,0,5.68470269912702e-07
145.63,162.9,116.19,0,1.0044534684454761e-05
154.73,173.48,114.03,0,8.601379114162192e-06
156.88,171.76,112.44,0,9.226849088953068e-06
155.93,169.93,109.38,0,9.760946627848575e-06
154.51,168.51,106.91,0,9.70497044166373e-06
154.77,168.37,110.17,0,1.1629082879856161e-05
153.61,164.13,111.99,0,1.4391480607297097e-05
152.62,161.13,113.59,0,1.4477744377734096e-05
152.98,163.74,113.72,0,1.5209918311072678e-05
156.05,167.89,115.21,0,1.257384324222575e-05
156.47,169.47,114.71,0,1.1325186647145145e-05
151.58,166.18,109.7,0,1.3638182070971713e-05
142.51,155.11,103.15,0,8.646131650363354e-06
139.9,149.9,104.5,0,6.6565830704962645e-06
144.45,150.85,113.61,0,7.704738820183004e-06
149.57,153.97,119.41,0,9.289932483074628e-06
153.36,154.96,119.16,0,9.846046333386992e-06
155.52,157.6,121.64,0,1.0181991054994602e-05
149.52,155.08,120.72,0,9.448169958639625e-06
147.24,149.32,117.78,0,6.6958446130694595e-06
155.09,156.85,123.3,0,9.340165476330606e-06
162.92,167.54,129.45,0,5.348833516865727e-06
164.29,169.11,128.89,0,4.8313846398343985e-06
148.6,156.07,109.66,0,1.1184943182037746e-05
142.15,152.02,98.86,0,6.237423393548632e-06
142.53,152.65,100.47,0,7.000850099225846e-06
141.07,153.76,101.52,0,7.502263740563339e-06
144.0,156.91,102.3,0,8.996999530346726e-06
145.24,161.71,98.91,0,7.4883399545310116e-06
144.24,165.8,94.11,0,4.415940369741357e-06
143.47,167.31,93.45,0,3.898151735949256e-06
140.1,164.26,90.66,0,3.269310014664929e-06
142.2,164.71,94.03,0,4.40567977081587e-06
145.39,162.91,100.75,0,8.45263639326654e-06
145.94,160.26,106.21,0,1.1628378047747432e-05
146.89,157.17,112.32,0,1.1895281719257906e-05
144.7,151.02,116.34,0,7.335826746610651e-06
145.93,149.31,121.69,0,5.582449539646871e-06
148.9,151.22,126.74,0,5.233432299509384e-06
152.14,152.3,131.1,0,4.451713907272313e-06
159.87,157.23,138.0,0,3.088575857388011e-06
163.71,161.11,141.79,0,2.3454517335265775e-06
166.17,164.33,143.33,0,2.045429836522661e-06
167.06,165.06,141.34,0,2.1552050823360046e-06
167.21,167.25,138.37,0,2.4440557203692987e-06
169.18,171.9,139.72,0,1.9341061732001273e-06
168.7,172.82,139.7,0,1.923816187183246e-06
162.53,171.22,132.75,0,3.806594076356522e-06
155.51,169.12,122.45,0,9.67089249756888e-06
152.82,171.42,113.3,0,1.0435233501524076e-05
154.91,172.91,111.07,0,8.687392910833377e-06
154.62,171.98,116.41,0,9.672124562409759e-06
154.02,166.55,123.1,0,1.0317952174240455e-05
156.28,163.75,129.87,0,6.828180978473225e-06
155.94,161.24,131.4,0,5.9959241350613e-06
147.99,154.55,122.79,0,7.739044131048643e-06
55.79,53.0,43.31,1,1.487556123406239e-06
70.45,62.06,51.61,1,9.782357676951634e-07
85.42,70.42,56.14,1,5.877759680473773e-07
58.73,44.83,33.76,1,1.1720547686158251e-06
48.58,40.25,36.24,1,1.858800696337001e-06
35.41,32.67,32.84,1,2.883270596435841e-06
43.97,43.21,48.41,1,2.0816238136538616e-06
55.66,55.14,60.78,1,1.5187811265924016e-06
64.4,64.88,72.32,1,9.713128313123914e-07
65.73,65.55,75.35,1,8.891325104854554e-07
68.72,68.5,79.81,1,7.476009008254132e-07
69.31,70.61,79.85,1,7.225458495609027e-07
68.51,71.63,79.67,1,7.205623910142357e-07
64.26,67.23,75.64,1,8.756180719812086e-07
69.41,72.07,80.98,1,6.895842776809309e-07
64.77,67.5,74.73,1,8.862888569297652e-07
66.6,69.33,77.05,1,8.051458128145027e-07
66.75,66.51,75.69,1,8.621757657564121e-07
65.71,67.11,72.2,1,9.296363953773287e-07
63.31,63.45,69.17,1,1.066744731899543e-06
60.78,58.28,63.68,1,1.3028766240342466e-06
54.97,51.27,54.9,1,1.7037105307746815e-06
59.16,53.49,53.46,1,1.5379361089782536e-06
66.98,59.36,56.85,1,1.1697063162849127e-06
72.86,63.93,58.69,1,9.357832597857869e-07
86.0,80.65,81.38,1,4.849338734861806e-07
79.1,78.08,84.54,1,5.297792551204908e-07
77.59,76.55,84.23,1,5.53650491888426e-07
78.92,77.24,88.28,1,5.013514301054633e-07
84.03,85.27,96.06,0,3.9246283314156474e-07
87.06,88.42,98.74,0,3.6968747013402354e-07
86.12,88.52,98.4,0,3.719235999261488e-07
84.18,87.95,97.84,0,3.770759597581149e-07
83.87,84.57,93.4,0,4.105360102736814e-07
121.09,129.32,112.52,0,1.1238089155420621e-06
147.8,164.54,119.42,0,9.86857975822231e-06
155.0,171.24,110.84,0,9.933633878803779e-06
154.43,170.42,107.25,0,9.028218479604558e-06
152.74,167.94,106.13,0,1.0169097726252485e-05
150.27,162.83,106.15,0,1.1889634241868876e-05
151.54,161.78,109.38,0,1.3408284032078576e-05
149.63,159.63,107.71,0,1.2176154427867748e-05
150.52,161.96,109.64,0,1.3984772314264601e-05
155.1,165.01,112.73,0,1.3574510926898292e-05
152.95,165.11,110.55,0,1.4013048547231411e-05
146.21,160.13,103.01,0,1.0023618552158274e-05
141.78,154.5,102.98,0,8.266911892813847e-06
142.17,151.25,109.01,0,7.775904158982847e-06
145.18,150.06,114.14,0,7.387841464490287e-06
148.81,152.89,117.77,0,8.934818190754451e-06
152.38,154.29,117.52,0,9.760387170197112e-06
151.03,152.63,116.83,0,8.839962822051243e-06
149.17,154.81,118.41,0,1.0055776577055487e-05
148.12,151.22,116.7,0,8.025267219991025e-06
146.86,151.66,113.03,0,8.603578805725429e-06
158.94,164.28,123.56,0,9.644559881981991e-06
158.73,164.23,121.48,0,1.0554818777603539e-05
146.43,154.0,106.19,0,9.30962115477945e-06
146.63,156.63,104.95,0,1.010558409252359e-05
152.23,162.69,112.73,0,1.5055810746194518e-05
151.67,164.21,112.59,0,1.5293929231248552e-05
150.54,163.85,107.85,0,1.3126258088667682e-05
152.13,169.3,102.6,0,7.4543899813153615e-06
149.99,171.35,99.87,0,5.48453503170516e-06
147.06,170.74,97.22,0,4.5948744207082125e-06
147.34,168.94,99.3,0,6.021456477455721e-06
149.87,167.77,105.14,0,1.0085478748982531e-05
149.32,166.36,107.38,0,1.216193962660658e-05
144.24,161.48,104.39,0,1.0232079766486171e-05
147.74,159.36,112.02,0,1.322518402069892e-05
147.13,153.7,118.74,0,8.695586601628688e-06
146.55,149.53,123.91,0,5.178679593617624e-06
146.52,148.15,125.85,0,4.28696116919273e-06
147.47,146.59,125.71,0,4.008644995693976e-06
154.99,152.79,133.31,0,3.95151778977833e-06
160.24,157.24,138.24,0,3.0136493137888243e-06
164.52,162.64,141.62,0,2.3233495263592933e-06
166.12,164.54,139.4,0,2.464030175585877e-06
166.85,168.14,136.62,0,2.7112261962646497e-06
166.93,171.34,134.14,0,2.8772658469623776e-06
163.54,172.66,129.13,0,4.232025146084005e-06
157.35,169.92,123.04,0,8.763120858744066e-06
153.33,168.72,117.05,0,1.2243798890828148e-05
151.58,170.03,110.8,0,1.1297388669050183e-05
152.73,170.63,110.57,0,1.0768665838394009e-05
152.96,169.1,117.5,0,1.1653874329238826e-05
149.4,161.6,120.4,0,1.1278831203505965e-05
149.03,159.35,123.53,0,8.977552635121767e-06
142.04,154.56,115.17,0,7.58305244923479e-06
139.29,152.03,111.17,0,6.62093574868759e-06
119.17,123.33,99.45,0,8.705080080696722e-07
106.46,95.96,80.91,0,3.725500770057694e-07
74.25,59.74,48.75,1,8.586424106354152e-07
56.44,47.53,39.19,1,1.4304859474358343e-06
51.62,45.63,43.44,1,1.8123002189219343e-06
38.11,36.1,38.39,1,2.6340590428875594e-06
50.51,49.75,57.09,1,1.7521480074338677e-06
59.72,59.08,65.0,1,1.2805673232051838e-06
61.71,62.03,68.75,1,1.117360864380683e-06
61.2,61.2,68.36,1,1.1457074634767675e-06
59.1,59.34,65.72,1,1.2679519555744665e-06
61.82,62.59,68.09,1,1.1216174333369137e-06
66.77,67.23,73.05,1,9.015085303201859e-07
61.0,63.05,68.68,1,1.1102692005146126e-06
62.86,65.13,71.78,1,9.933024856525073e-07
64.92,65.68,71.7,1,9.672862239785068e-07
66.44,67.79,74.75,1,8.675176063817306e-07
68.6,68.44,76.08,1,8.144056993906452e-07
63.21,64.29,69.56,1,1.0475029932659917e-06
65.0,65.28,70.84,1,9.875168396247345e-07
64.61,64.21,72.21,1,9.795753931423357e-07
60.01,58.53,65.63,1,1.2692174548614167e-06
64.75,61.48,65.52,1,1.1380403250120126e-06
59.96,54.38,56.07,1,1.4932434337074534e-06
69.32,61.87,59.52,1,1.0632071606789634e-06
109.34,103.46,104.41,0,4.4043235879675134e-07
84.46,83.26,89.74,0,4.3499622028478266e-07
72.8,71.8,78.44,1,6.999081092183214e-07
69.83,68.67,77.07,1,7.823514857979151e-07
74.88,74.36,83.16,1,6.011179256117401e-07
77.65,77.21,85.13,1,5.398253022161413e-07
79.74,79.66,87.7,1,4.887226199321088e-07
85.06,86.12,95.86,0,3.9010227532462154e-07
83.32,84.68,93.98,0,4.080627517221646e-07
86.6,87.5,92.62,0,4.011365145261882e-07
136.09,150.21,118.66,0,3.770041104011693e-06
